#time 1Hz  2Hz      5Hz      10Hz      
17870000 -0.728969 -0.998027 0.809017 -0.951057
17880000 -0.684547 -0.998027 0.587785 -0.951057
17890000 -0.637424 -0.982287 0.309017 -0.587785
1.790000e+07 -0.587785 -0.951057 -0.000000 0.000000
17910000 -0.535827 -0.904827 -0.309017 0.587785
17920000 -0.481754 -0.844328 -0.587785 0.951057
17930000 -0.425779 -0.770513 -0.809017 0.951057
17940000 -0.368125 -0.684547 -0.951057 0.587785
17950000 -0.309017 -0.587785 -1.000000 0.000000
17960000 -0.248690 -0.481754 -0.951057 -0.587785
17970000 -0.187381 -0.368125 -0.809017 -0.951057
17980000 -0.125333 -0.248690 -0.587785 -0.951057
1.799000e+07 -0.062791 -0.125333 -0.309017 -0.587785
18000000 -0.000000 -0.000000 -0.000000 -0.000000
18010000 0.062791 0.125333 0.309017 0.587785
18020000 0.125333 0.248690 0.587785 0.951057
18030000 0.187381 0.368125 0.809017 0.951057
18040000 0.248690 0.481754 0.951057 0.587785
18050000 0.309017 0.587785 1.000000 -0.000000
18060000 0.368125 0.684547 0.951057 -0.587785
18070000 0.425779 0.770513 0.809017 -0.951057
18080000 0.481754 0.844328 0.587785 -0.951057
18090000 0.535827 0.904827 0.309017 -0.587785
18100000 0.587785 0.951057 0.000000 -0.000000
18110000 0.637424 0.982287 -0.309017 0.587785
18120000 0.684547 0.998027 -0.587785 0.951057
18130000 0.728969 0.998027 -0.809017 0.951057
18140000 0.770513 0.982287 -0.951057 0.587785
1.815000e+07 0.809017 0.951057 -1.000000 -0.000000
18160000 0.844328 0.904827 -0.951057 -0.587785
18170000 0.876307 0.844328 -0.809017 -0.951057
18180000 0.904827 0.770513 -0.587785 -0.951057
18190000 0.929776 0.684547 -0.309017 -0.587785
18200000 0.951057 0.587785 -0.000000 -0.000000
18210000 0.968583 0.481754 0.309017 0.587785
18220000 0.982287 0.368125 0.587785 0.951057
18230000 0.992115 0.248690 0.809017 0.951057
1.824000e+07 0.998027 0.125333 0.951057 0.587785
18250000 1.000000 0.000000 1.000000 0.000000
18260000 0.998027 -0.125333 0.951057 -0.587785
18270000 0.992115 -0.248690 0.809017 -0.951057
18280000 0.982287 -0.368125 0.587785 -0.951057
18290000 0.968583 -0.481754 0.309017 -0.587785
18300000 0.951057 -0.587785 -0.000000 0.000000
18310000 0.929776 -0.684547 -0.309017 0.587785
18320000 0.904827 -0.770513 -0.587785 0.951057
18330000 0.876307 -0.844328 -0.809017 0.951057
18340000 0.844328 -0.904827 -0.951057 0.587785
18350000 0.809017 -0.951057 -1.000000 -0.000000
18360000 0.770513 -0.982287 -0.951057 -0.587785
18370000 0.728969 -0.998027 -0.809017 -0.951057
18380000 0.684547 -0.998027 -0.587785 -0.951057
18390000 0.637424 -0.982287 -0.309017 -0.587785
1.840000e+07 0.587785 -0.951057 0.000000 0.000000
18410000 0.535827 -0.904827 0.309017 0.587785
18420000 0.481754 -0.844328 0.587785 0.951057
18430000 0.425779 -0.770513 0.809017 0.951057
18440000 0.368125 -0.684547 0.951057 0.587785
18450000 0.309017 -0.587785 1.000000 -0.000000
18460000 0.248690 -0.481754 0.951057 -0.587785
18470000 0.187381 -0.368125 0.809017 -0.951057
18480000 0.125333 -0.248690 0.587785 -0.951057
1.849000e+07 0.062791 -0.125333 0.309017 -0.587785
18500000 0.000000 -0.000000 0.000000 -0.000000
18510000 -0.062791 0.125333 -0.309017 0.587785
18520000 -0.125333 0.248690 -0.587785 0.951057
18530000 -0.187381 0.368125 -0.809017 0.951057
18540000 -0.248690 0.481754 -0.951057 0.587785
18550000 -0.309017 0.587785 -1.000000 0.000000
18560000 -0.368125 0.684547 -0.951057 -0.587785
18570000 -0.425779 0.770513 -0.809017 -0.951057
18580000 -0.481754 0.844328 -0.587785 -0.951057
18590000 -0.535827 0.904827 -0.309017 -0.587785
18600000 -0.587785 0.951057 0.000000 0.000000
18610000 -0.637424 0.982287 0.309017 0.587785
18620000 -0.684547 0.998027 0.587785 0.951057
18630000 -0.728969 0.998027 0.809017 0.951057
18640000 -0.770513 0.982287 0.951057 0.587785
1.865000e+07 -0.809017 0.951057 1.000000 0.000000
18660000 -0.844328 0.904827 0.951057 -0.587785
18670000 -0.876307 0.844328 0.809017 -0.951057
18680000 -0.904827 0.770513 0.587785 -0.951057
18690000 -0.929776 0.684547 0.309017 -0.587785
18700000 -0.951057 0.587785 0.000000 -0.000000
18710000 -0.968583 0.481754 -0.309017 0.587785
18720000 -0.982287 0.368125 -0.587785 0.951057
18730000 -0.992115 0.248690 -0.809017 0.951057
1.874000e+07 -0.998027 0.125333 -0.951057 0.587785
18750000 -1.000000 0.000000 -1.000000 0.000000
18760000 -0.998027 -0.125333 -0.951057 -0.587785
18770000 -0.992115 -0.248690 -0.809017 -0.951057
18780000 -0.982287 -0.368125 -0.587785 -0.951057
18790000 -0.968583 -0.481754 -0.309017 -0.587785
18800000 -0.951057 -0.587785 0.000000 0.000000
18810000 -0.929776 -0.684547 0.309017 0.587785
18820000 -0.904827 -0.770513 0.587785 0.951057
18830000 -0.876307 -0.844328 0.809017 0.951057
18840000 -0.844328 -0.904827 0.951057 0.587785
18850000 -0.809017 -0.951057 1.000000 -0.000000
18860000 -0.770513 -0.982287 0.951057 -0.587785
18870000 -0.728969 -0.998027 0.809017 -0.951057
18880000 -0.684547 -0.998027 0.587785 -0.951057
18890000 -0.637424 -0.982287 0.309017 -0.587785
1.890000e+07 -0.587785 -0.951057 -0.000000 0.000000
18910000 -0.535827 -0.904827 -0.309017 0.587785
18920000 -0.481754 -0.844328 -0.587785 0.951057
18930000 -0.425779 -0.770513 -0.809017 0.951057
18940000 -0.368125 -0.684547 -0.951057 0.587785
18950000 -0.309017 -0.587785 -1.000000 0.000000
18960000 -0.248690 -0.481754 -0.951057 -0.587785
18970000 -0.187381 -0.368125 -0.809017 -0.951057
18980000 -0.125333 -0.248690 -0.587785 -0.951057
1.899000e+07 -0.062791 -0.125333 -0.309017 -0.587785
19000000 -0.000000 -0.000000 -0.000000 -0.000000
19010000 0.062791 0.125333 0.309017 0.587785
19020000 0.125333 0.248690 0.587785 0.951057
19030000 0.187381 0.368125 0.809017 0.951057
19040000 0.248690 0.481754 0.951057 0.587785
19050000 0.309017 0.587785 1.000000 -0.000000
19060000 0.368125 0.684547 0.951057 -0.587785
19070000 0.425779 0.770513 0.809017 -0.951057
19080000 0.481754 0.844328 0.587785 -0.951057
19090000 0.535827 0.904827 0.309017 -0.587785
19100000 0.587785 0.951057 0.000000 -0.000000
19110000 0.637424 0.982287 -0.309017 0.587785
19120000 0.684547 0.998027 -0.587785 0.951057
19130000 0.728969 0.998027 -0.809017 0.951057
19140000 0.770513 0.982287 -0.951057 0.587785
1.915000e+07 0.809017 0.951057 -1.000000 -0.000000
19160000 0.844328 0.904827 -0.951057 -0.587785
19170000 0.876307 0.844328 -0.809017 -0.951057
19180000 0.904827 0.770513 -0.587785 -0.951057
19190000 0.929776 0.684547 -0.309017 -0.587785
19200000 0.951057 0.587785 -0.000000 -0.000000
19210000 0.968583 0.481754 0.309017 0.587785
19220000 0.982287 0.368125 0.587785 0.951057
19230000 0.992115 0.248690 0.809017 0.951057
1.924000e+07 0.998027 0.125333 0.951057 0.587785
19250000 1.000000 0.000000 1.000000 -0.000000
19260000 0.998027 -0.125333 0.951057 -0.587785
19270000 0.992115 -0.248690 0.809017 -0.951057
19280000 0.982287 -0.368125 0.587785 -0.951057
19290000 0.968583 -0.481754 0.309017 -0.587785
19300000 0.951057 -0.587785 0.000000 -0.000000
19310000 0.929776 -0.684547 -0.309017 0.587785
19320000 0.904827 -0.770513 -0.587785 0.951057
19330000 0.876307 -0.844328 -0.809017 0.951057
19340000 0.844328 -0.904827 -0.951057 0.587785
19350000 0.809017 -0.951057 -1.000000 -0.000000
19360000 0.770513 -0.982287 -0.951057 -0.587785
19370000 0.728969 -0.998027 -0.809017 -0.951057
19380000 0.684547 -0.998027 -0.587785 -0.951057
19390000 0.637424 -0.982287 -0.309017 -0.587785
1.940000e+07 0.587785 -0.951057 -0.000000 -0.000000
19410000 0.535827 -0.904827 0.309017 0.587785
19420000 0.481754 -0.844328 0.587785 0.951057
19430000 0.425779 -0.770513 0.809017 0.951057
19440000 0.368125 -0.684547 0.951057 0.587785
19450000 0.309017 -0.587785 1.000000 0.000000
19460000 0.248690 -0.481754 0.951057 -0.587785
19470000 0.187381 -0.368125 0.809017 -0.951057
19480000 0.125333 -0.248690 0.587785 -0.951057
1.949000e+07 0.062791 -0.125333 0.309017 -0.587785
19500000 0.000000 -0.000000 0.000000 -0.000000
19510000 -0.062791 0.125333 -0.309017 0.587785
19520000 -0.125333 0.248690 -0.587785 0.951057
19530000 -0.187381 0.368125 -0.809017 0.951057
19540000 -0.248690 0.481754 -0.951057 0.587785
19550000 -0.309017 0.587785 -1.000000 0.000000
19560000 -0.368125 0.684547 -0.951057 -0.587785
19570000 -0.425779 0.770513 -0.809017 -0.951057
19580000 -0.481754 0.844328 -0.587785 -0.951057
19590000 -0.535827 0.904827 -0.309017 -0.587785
19600000 -0.587785 0.951057 0.000000 0.000000
19610000 -0.637424 0.982287 0.309017 0.587785
19620000 -0.684547 0.998027 0.587785 0.951057
19630000 -0.728969 0.998027 0.809017 0.951057
19640000 -0.770513 0.982287 0.951057 0.587785
1.965000e+07 -0.809017 0.951057 1.000000 -0.000000
19660000 -0.844328 0.904827 0.951057 -0.587785
19670000 -0.876307 0.844328 0.809017 -0.951057
19680000 -0.904827 0.770513 0.587785 -0.951057
19690000 -0.929776 0.684547 0.309017 -0.587785
19700000 -0.951057 0.587785 0.000000 -0.000000
19710000 -0.968583 0.481754 -0.309017 0.587785
19720000 -0.982287 0.368125 -0.587785 0.951057
19730000 -0.992115 0.248690 -0.809017 0.951057
1.974000e+07 -0.998027 0.125333 -0.951057 0.587785
19750000 -1.000000 -0.000000 -1.000000 0.000000
19760000 -0.998027 -0.125333 -0.951057 -0.587785
19770000 -0.992115 -0.248690 -0.809017 -0.951057
19780000 -0.982287 -0.368125 -0.587785 -0.951057
19790000 -0.968583 -0.481754 -0.309017 -0.587785
19800000 -0.951057 -0.587785 0.000000 0.000000
19810000 -0.929776 -0.684547 0.309017 0.587785
19820000 -0.904827 -0.770513 0.587785 0.951057
19830000 -0.876307 -0.844328 0.809017 0.951057
19840000 -0.844328 -0.904827 0.951057 0.587785
19850000 -0.809017 -0.951057 1.000000 -0.000000
19860000 -0.770513 -0.982287 0.951057 -0.587785
19870000 -0.728969 -0.998027 0.809017 -0.951057
19880000 -0.684547 -0.998027 0.587785 -0.951057
19890000 -0.637424 -0.982287 0.309017 -0.587785
1.990000e+07 -0.587785 -0.951057 -0.000000 0.000000
19910000 -0.535827 -0.904827 -0.309017 0.587785
19920000 -0.481754 -0.844328 -0.587785 0.951057
19930000 -0.425779 -0.770513 -0.809017 0.951057
19940000 -0.368125 -0.684547 -0.951057 0.587785
19950000 -0.309017 -0.587785 -1.000000 0.000000
19960000 -0.248690 -0.481754 -0.951057 -0.587785
19970000 -0.187381 -0.368125 -0.809017 -0.951057
19980000 -0.125333 -0.248690 -0.587785 -0.951057
1.999000e+07 -0.062791 -0.125333 -0.309017 -0.587785
20000000 -0.000000 -0.000000 0.000000 0.000000
20010000 0.062791 0.125333 0.309017 0.587785
20020000 0.125333 0.248690 0.587785 0.951057
20030000 0.187381 0.368125 0.809017 0.951057
20040000 0.248690 0.481754 0.951057 0.587785
20050000 0.309017 0.587785 1.000000 0.000000
20060000 0.368125 0.684547 0.951057 -0.587785
20070000 0.425779 0.770513 0.809017 -0.951057
20080000 0.481754 0.844328 0.587785 -0.951057
20090000 0.535827 0.904827 0.309017 -0.587785
20100000 0.587785 0.951057 0.000000 -0.000000
20110000 0.637424 0.982287 -0.309017 0.587785
20120000 0.684547 0.998027 -0.587785 0.951057
20130000 0.728969 0.998027 -0.809017 0.951057
20140000 0.770513 0.982287 -0.951057 0.587785
2.015000e+07 0.809017 0.951057 -1.000000 -0.000000
20160000 0.844328 0.904827 -0.951057 -0.587785
20170000 0.876307 0.844328 -0.809017 -0.951057
20180000 0.904827 0.770513 -0.587785 -0.951057
20190000 0.929776 0.684547 -0.309017 -0.587785
20200000 0.951057 0.587785 -0.000000 -0.000000
20210000 0.968583 0.481754 0.309017 0.587785
20220000 0.982287 0.368125 0.587785 0.951057
20230000 0.992115 0.248690 0.809017 0.951057
2.024000e+07 0.998027 0.125333 0.951057 0.587785
20250000 1.000000 0.000000 1.000000 0.000000
20260000 0.998027 -0.125333 0.951057 -0.587785
20270000 0.992115 -0.248690 0.809017 -0.951057
20280000 0.982287 -0.368125 0.587785 -0.951057
20290000 0.968583 -0.481754 0.309017 -0.587785
20300000 0.951057 -0.587785 0.000000 -0.000000
20310000 0.929776 -0.684547 -0.309017 0.587785
20320000 0.904827 -0.770513 -0.587785 0.951057
20330000 0.876307 -0.844328 -0.809017 0.951057
20340000 0.844328 -0.904827 -0.951057 0.587785
20350000 0.809017 -0.951057 -1.000000 -0.000000
20360000 0.770513 -0.982287 -0.951057 -0.587785
20370000 0.728969 -0.998027 -0.809017 -0.951057
20380000 0.684547 -0.998027 -0.587785 -0.951057
20390000 0.637424 -0.982287 -0.309017 -0.587785
2.040000e+07 0.587785 -0.951057 0.000000 0.000000
20410000 0.535827 -0.904827 0.309017 0.587785
20420000 0.481754 -0.844328 0.587785 0.951057
20430000 0.425779 -0.770513 0.809017 0.951057
20440000 0.368125 -0.684547 0.951057 0.587785
20450000 0.309017 -0.587785 1.000000 -0.000000
20460000 0.248690 -0.481754 0.951057 -0.587785
20470000 0.187381 -0.368125 0.809017 -0.951057
20480000 0.125333 -0.248690 0.587785 -0.951057
2.049000e+07 0.062791 -0.125333 0.309017 -0.587785
20500000 0.000000 -0.000000 0.000000 -0.000000
20510000 -0.062791 0.125333 -0.309017 0.587785
20520000 -0.125333 0.248690 -0.587785 0.951057
20530000 -0.187381 0.368125 -0.809017 0.951057
20540000 -0.248690 0.481754 -0.951057 0.587785
20550000 -0.309017 0.587785 -1.000000 -0.000000
20560000 -0.368125 0.684547 -0.951057 -0.587785
20570000 -0.425779 0.770513 -0.809017 -0.951057
20580000 -0.481754 0.844328 -0.587785 -0.951057
20590000 -0.535827 0.904827 -0.309017 -0.587785
20600000 -0.587785 0.951057 0.000000 0.000000
20610000 -0.637424 0.982287 0.309017 0.587785
20620000 -0.684547 0.998027 0.587785 0.951057
20630000 -0.728969 0.998027 0.809017 0.951057
20640000 -0.770513 0.982287 0.951057 0.587785
2.065000e+07 -0.809017 0.951057 1.000000 0.000000
20660000 -0.844328 0.904827 0.951057 -0.587785
20670000 -0.876307 0.844328 0.809017 -0.951057
20680000 -0.904827 0.770513 0.587785 -0.951057
20690000 -0.929776 0.684547 0.309017 -0.587785
20700000 -0.951057 0.587785 0.000000 -0.000000
20710000 -0.968583 0.481754 -0.309017 0.587785
20720000 -0.982287 0.368125 -0.587785 0.951057
20730000 -0.992115 0.248690 -0.809017 0.951057
2.074000e+07 -0.998027 0.125333 -0.951057 0.587785
20750000 -1.000000 -0.000000 -1.000000 -0.000000
20760000 -0.998027 -0.125333 -0.951057 -0.587785
20770000 -0.992115 -0.248690 -0.809017 -0.951057
20780000 -0.982287 -0.368125 -0.587785 -0.951057
20790000 -0.968583 -0.481754 -0.309017 -0.587785
20800000 -0.951057 -0.587785 0.000000 0.000000
20810000 -0.929776 -0.684547 0.309017 0.587785
20820000 -0.904827 -0.770513 0.587785 0.951057
20830000 -0.876307 -0.844328 0.809017 0.951057
20840000 -0.844328 -0.904827 0.951057 0.587785
20850000 -0.809017 -0.951057 1.000000 -0.000000
20860000 -0.770513 -0.982287 0.951057 -0.587785
20870000 -0.728969 -0.998027 0.809017 -0.951057
20880000 -0.684547 -0.998027 0.587785 -0.951057
20890000 -0.637424 -0.982287 0.309017 -0.587785
2.090000e+07 -0.587785 -0.951057 -0.000000 0.000000
20910000 -0.535827 -0.904827 -0.309017 0.587785
20920000 -0.481754 -0.844328 -0.587785 0.951057
20930000 -0.425779 -0.770513 -0.809017 0.951057
20940000 -0.368125 -0.684547 -0.951057 0.587785
20950000 -0.309017 -0.587785 -1.000000 0.000000
20960000 -0.248690 -0.481754 -0.951057 -0.587785
20970000 -0.187381 -0.368125 -0.809017 -0.951057
20980000 -0.125333 -0.248690 -0.587785 -0.951057
2.099000e+07 -0.062791 -0.125333 -0.309017 -0.587785
21000000 0.000000 0.000000 0.000000 0.000000
21010000 0.062791 0.125333 0.309017 0.587785
21020000 0.125333 0.248690 0.587785 0.951057
21030000 0.187381 0.368125 0.809017 0.951057
21040000 0.248690 0.481754 0.951057 0.587785
21050000 0.309017 0.587785 1.000000 0.000000
21060000 0.368125 0.684547 0.951057 -0.587785
21070000 0.425779 0.770513 0.809017 -0.951057
21080000 0.481754 0.844328 0.587785 -0.951057
21090000 0.535827 0.904827 0.309017 -0.587785
21100000 0.587785 0.951057 0.000000 -0.000000
21110000 0.637424 0.982287 -0.309017 0.587785
21120000 0.684547 0.998027 -0.587785 0.951057
21130000 0.728969 0.998027 -0.809017 0.951057
21140000 0.770513 0.982287 -0.951057 0.587785
2.115000e+07 0.809017 0.951057 -1.000000 -0.000000
21160000 0.844328 0.904827 -0.951057 -0.587785
21170000 0.876307 0.844328 -0.809017 -0.951057
21180000 0.904827 0.770513 -0.587785 -0.951057
21190000 0.929776 0.684547 -0.309017 -0.587785
21200000 0.951057 0.587785 -0.000000 -0.000000
21210000 0.968583 0.481754 0.309017 0.587785
21220000 0.982287 0.368125 0.587785 0.951057
21230000 0.992115 0.248690 0.809017 0.951057
2.124000e+07 0.998027 0.125333 0.951057 0.587785
21250000 1.000000 0.000000 1.000000 0.000000
21260000 0.998027 -0.125333 0.951057 -0.587785
21270000 0.992115 -0.248690 0.809017 -0.951057
21280000 0.982287 -0.368125 0.587785 -0.951057
21290000 0.968583 -0.481754 0.309017 -0.587785
21300000 0.951057 -0.587785 -0.000000 0.000000
21310000 0.929776 -0.684547 -0.309017 0.587785
21320000 0.904827 -0.770513 -0.587785 0.951057
21330000 0.876307 -0.844328 -0.809017 0.951057
21340000 0.844328 -0.904827 -0.951057 0.587785
21350000 0.809017 -0.951057 -1.000000 -0.000000
21360000 0.770513 -0.982287 -0.951057 -0.587785
21370000 0.728969 -0.998027 -0.809017 -0.951057
21380000 0.684547 -0.998027 -0.587785 -0.951057
21390000 0.637424 -0.982287 -0.309017 -0.587785
2.140000e+07 0.587785 -0.951057 0.000000 0.000000
21410000 0.535827 -0.904827 0.309017 0.587785
21420000 0.481754 -0.844328 0.587785 0.951057
21430000 0.425779 -0.770513 0.809017 0.951057
21440000 0.368125 -0.684547 0.951057 0.587785
21450000 0.309017 -0.587785 1.000000 -0.000000
21460000 0.248690 -0.481754 0.951057 -0.587785
21470000 0.187381 -0.368125 0.809017 -0.951057
21480000 0.125333 -0.248690 0.587785 -0.951057
2.149000e+07 0.062791 -0.125333 0.309017 -0.587785
21500000 0.000000 -0.000000 0.000000 -0.000000
21510000 -0.062791 0.125333 -0.309017 0.587785
21520000 -0.125333 0.248690 -0.587785 0.951057
21530000 -0.187381 0.368125 -0.809017 0.951057
21540000 -0.248690 0.481754 -0.951057 0.587785
21550000 -0.309017 0.587785 -1.000000 -0.000000
21560000 -0.368125 0.684547 -0.951057 -0.587785
21570000 -0.425779 0.770513 -0.809017 -0.951057
21580000 -0.481754 0.844328 -0.587785 -0.951057
21590000 -0.535827 0.904827 -0.309017 -0.587785
21600000 -0.587785 0.951057 -0.000000 -0.000000
21610000 -0.637424 0.982287 0.309017 0.587785
21620000 -0.684547 0.998027 0.587785 0.951057
21630000 -0.728969 0.998027 0.809017 0.951057
21640000 -0.770513 0.982287 0.951057 0.587785
2.165000e+07 -0.809017 0.951057 1.000000 -0.000000
21660000 -0.844328 0.904827 0.951057 -0.587785
21670000 -0.876307 0.844328 0.809017 -0.951057
21680000 -0.904827 0.770513 0.587785 -0.951057
21690000 -0.929776 0.684547 0.309017 -0.587785
21700000 -0.951057 0.587785 -0.000000 0.000000
21710000 -0.968583 0.481754 -0.309017 0.587785
21720000 -0.982287 0.368125 -0.587785 0.951057
21730000 -0.992115 0.248690 -0.809017 0.951057
2.174000e+07 -0.998027 0.125333 -0.951057 0.587785
21750000 -1.000000 0.000000 -1.000000 0.000000
21760000 -0.998027 -0.125333 -0.951057 -0.587785
21770000 -0.992115 -0.248690 -0.809017 -0.951057
21780000 -0.982287 -0.368125 -0.587785 -0.951057
21790000 -0.968583 -0.481754 -0.309017 -0.587785
21800000 -0.951057 -0.587785 0.000000 0.000000
21810000 -0.929776 -0.684547 0.309017 0.587785
21820000 -0.904827 -0.770513 0.587785 0.951057
21830000 -0.876307 -0.844328 0.809017 0.951057
21840000 -0.844328 -0.904827 0.951057 0.587785
21850000 -0.809017 -0.951057 1.000000 -0.000000
21860000 -0.770513 -0.982287 0.951057 -0.587785
21870000 -0.728969 -0.998027 0.809017 -0.951057
21880000 -0.684547 -0.998027 0.587785 -0.951057
21890000 -0.637424 -0.982287 0.309017 -0.587785
2.190000e+07 -0.587785 -0.951057 -0.000000 0.000000
21910000 -0.535827 -0.904827 -0.309017 0.587785
21920000 -0.481754 -0.844328 -0.587785 0.951057
21930000 -0.425779 -0.770513 -0.809017 0.951057
21940000 -0.368125 -0.684547 -0.951057 0.587785
21950000 -0.309017 -0.587785 -1.000000 0.000000
21960000 -0.248690 -0.481754 -0.951057 -0.587785
21970000 -0.187381 -0.368125 -0.809017 -0.951057
21980000 -0.125333 -0.248690 -0.587785 -0.951057
2.199000e+07 -0.062791 -0.125333 -0.309017 -0.587785
22000000 -0.000000 -0.000000 -0.000000 -0.000000
22010000 0.062791 0.125333 0.309017 0.587785
22020000 0.125333 0.248690 0.587785 0.951057
22030000 0.187381 0.368125 0.809017 0.951057
22040000 0.248690 0.481754 0.951057 0.587785
22050000 0.309017 0.587785 1.000000 0.000000
22060000 0.368125 0.684547 0.951057 -0.587785
22070000 0.425779 0.770513 0.809017 -0.951057
22080000 0.481754 0.844328 0.587785 -0.951057
22090000 0.535827 0.904827 0.309017 -0.587785
22100000 0.587785 0.951057 -0.000000 0.000000
